id	Biosample.Summary	Biosample	GROUP	SECONDARY	COLOR	category	infoline	age	sex	type	origin	perturb	lifestage	Project2
BSS00714	HTR-8/SVneo	HTR-8/SVneo	Placenta & EEM		#E10000	Tissue	TROPHOBLAST	6-12	unknown/mixed	cell line			embryonic	ENCODE
BSS01430	placenta embryo (102 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	102	unknown/mixed	tissue			embryonic	ENCODE
BSS01432	placenta embryo (53 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	53	unknown/mixed	tissue			embryonic	ENCODE
BSS01433	placenta embryo (56 days) and embryo (59 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	56,59	unknown/mixed	tissue			embryonic	ENCODE
BSS01435	placenta female embryo (101 day) and male embryo (105 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	101,105	unknown/mixed	tissue			embryonic	ENCODE
BSS01436	placenta female embryo (105 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	105	female	tissue			embryonic	Roadmap (Novel)
BSS01437	placenta female embryo (108 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	108	female	tissue			embryonic	Roadmap 2015
BSS01440	placenta female embryo (85 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	85	female	tissue			embryonic	Roadmap 2015
BSS01443	placenta male embryo (85 days)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	85	male	tissue			embryonic	Roadmap (Novel)
BSS01444	placenta male embryo (91 day)	placenta	Placenta & EEM		#E10000	Tissue	PLACENTA	91	male	tissue			embryonic	Roadmap 2015
BSS01852	trophoblast cell embryo (17 weeks) and embryo (18 weeks)	trophoblast cell	Placenta & EEM		#E10000	Tissue	TROPHOBLAST	18,17	unknown/mixed	primary cell			embryonic	ENCODE
BSS01853	trophoblast cell embryo (21 week)	trophoblast cell	Placenta & EEM		#E10000	Tissue	TROPHOBLAST	21	unknown/mixed	primary cell			embryonic	ENCODE
BSS01855	trophoblast cell embryo (23 weeks)	trophoblast cell	Placenta & EEM		#E10000	Tissue	TROPHOBLAST	23	unknown/mixed	primary cell			embryonic	ENCODE
BSS01856	trophoblast cell embryo (39 weeks) and embryo (40 weeks)	trophoblast cell	Placenta & EEM		#E10000	Tissue	TROPHOBLAST	40,39	unknown/mixed	primary cell			embryonic	ENCODE
BSS01867	umbilical cord embryo (59 days) and male embryo (76 days)	umbilical cord	Placenta & EEM		#E10000	Tissue	UMBILICAL CORD	76,59	unknown/mixed	tissue			embryonic	ENCODE
BSS01459	prostate gland male adult (54 years)	prostate gland	Reproductive		#3383FF	Tissue	PROSTATE GLAND	54	male	tissue			adult	ENCODE
BSS01887	vagina female adult (53 years)	vagina	Reproductive		#3383FF	Tissue	VAGINA	53	female	tissue			adult	ENCODE
BSS01884	uterus female adult (53 years)	uterus	Reproductive		#3383FF	Tissue	UTERUS	53	female	tissue			adult	ENCODE
BSS01456	prostate gland male adult (37 years)	prostate gland	Reproductive		#3383FF	Tissue	PROSTATE GLAND	37	male	tissue			adult	ENCODE
BSS01886	vagina female adult (51 year)	vagina	Reproductive		#3383FF	Tissue	VAGINA	51	female	tissue			adult	ENCODE
BSS01659	stomach smooth muscle female adult (84 years)	stomach smooth muscle	Sm. Muscle	Digestive	#F182BC	Tissue	STOMACH MUSCLE	84	female	tissue			adult	Roadmap 2015
BSS01286	muscle layer of colon female adult (77 years)	muscle layer of colon	Sm. Muscle	Digestive	#F182BC	Tissue	COLON MUSCLE	77	female	tissue			adult	Roadmap 2015
BSS01287	muscle layer of duodenum male adult (59 years)	muscle layer of duodenum	Sm. Muscle	Digestive	#F182BC	Tissue	DUODENUM MUSCLE	59	male	tissue			adult	Roadmap 2015
BSS01475	rectal smooth muscle tissue female adult (50 years)	rectal smooth muscle tissue	Sm. Muscle	Digestive	#F182BC	Tissue	RECTUM MUSCLE	50	female	tissue			adult	Roadmap 2015
BSS01285	muscle layer of colon female adult (56 years)	muscle layer of colon	Sm. Muscle	Digestive	#F182BC	Tissue	COLON MUSCLE	56	female	tissue			adult	Roadmap 2015
BSS01288	muscle layer of duodenum male adult (73 years)	muscle layer of duodenum	Sm. Muscle	Digestive	#F182BC	Tissue	DUODENUM MUSCLE	73	male	tissue			adult	Roadmap 2015
BSS01660	stomach smooth muscle male adult (59 years)	stomach smooth muscle	Sm. Muscle	Digestive	#F182BC	Tissue	STOMACH MUSCLE	59	male	tissue			adult	Roadmap (Novel)
BSS01606	smooth muscle cell of the brain vasculature female	smooth muscle cell of the brain vasculature	Sm. Muscle	Brain	#F182BC	Tissue	BRAIN VASCULATURE SMOOTH MUSCLE CELL	unknown	female	primary cell			unknown/mixed	ENCODE
BSS01876	urinary bladder male adult (34 years)	urinary bladder	Urinary		#A783D6	Tissue	URINARY BLADDER	34	male	tissue			adult	Roadmap (Novel)
BSS01878	urinary bladder male embryo (76 days)	urinary bladder	Urinary		#A783D6	Tissue	URINARY BLADDER	76	male	tissue			embryonic	ENCODE
BSS01879	urothelium cell line	urothelium cell line	Urinary		#A783D6	Tissue	UROTHELIUM CELL	12	female	cell line			child	ENCODE
BSS00296	endothelial cell of umbilical vein male newborn	endothelial cell of umbilical vein	Endothelial	Placenta & EEM	#FFCA0C	Primary Cell	UMBILICAL VEIN ENDOTHELIAL CELL	unknown	male	primary cell			newborn	ENCODE 2012
BSS00143	brain microvascular endothelial cell	brain microvascular endothelial cell	Endothelial	Brain	#FFCA0C	Primary Cell	BRAIN MICROVASCULAR ENDOTHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00258	dermis blood vessel endothelial cell female adult	dermis blood vessel endothelial cell	Endothelial		#FFCA0C	Primary Cell	DERMIS BLOOD VESSEL ENDOTHELIAL CELL	unknown	female	primary cell			adult	ENCODE
BSS00260	dermis blood vessel endothelial cell male newborn	dermis blood vessel endothelial cell	Endothelial		#FFCA0C	Primary Cell	DERMIS BLOOD VESSEL ENDOTHELIAL CELL	unknown	male	primary cell			newborn	ENCODE
BSS00262	dermis microvascular lymphatic vessel endothelial cell female	dermis microvascular lymphatic vessel endothelial cell	Endothelial		#FFCA0C	Primary Cell	DERMIS LYMPHATIC VESSEL ENDOTHELIAL CELL	unknown	female	primary cell			unknown/mixed	ENCODE
BSS00264	dermis microvascular lymphatic vessel endothelial cell male	dermis microvascular lymphatic vessel endothelial cell	Endothelial		#FFCA0C	Primary Cell	DERMIS LYMPHATIC VESSEL ENDOTHELIAL CELL	unknown	male	primary cell			unknown/mixed	ENCODE
BSS00298	endothelial cell of umbilical vein newborn	endothelial cell of umbilical vein	Endothelial	Placenta & EEM	#FFCA0C	Primary Cell	UMBILICAL VEIN ENDOTHELIAL CELL	unknown	unknown/mixed	primary cell			newborn	ENCODE 2012
BSS00387	glomerular endothelial cell	glomerular endothelial cell	Endothelial	Kidney	#FFCA0C	Primary Cell	GLOMERULUS ENDOTHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01077	kidney capillary endothelial cell female embryo (113 days)	kidney capillary endothelial cell	Endothelial	Kidney	#FFCA0C	Primary Cell	KIDNEY CAPILLARY ENDOTHELIAL CELL	113	female	primary cell			embryonic	ENCODE
BSS01206	lung microvascular endothelial cell female	lung microvascular endothelial cell	Endothelial	Lung	#FFCA0C	Primary Cell	LUNG MICROVASCULAR ENDOTHELIAL CELL	unknown	female	primary cell			unknown/mixed	ENCODE
BSS01465	pulmonary artery endothelial cell female	pulmonary artery endothelial cell	Endothelial	Lung	#FFCA0C	Primary Cell	PULMONARY ARTERY ENDOTHELIAL CELL	unknown	female	primary cell			unknown/mixed	ENCODE
BSS01068	keratinocyte female	keratinocyte	Epithelial		#FF9D0C	Primary Cell	KERATINOCYTE	unknown	female	primary cell			unknown/mixed	ENCODE 2012
BSS01213	mammary epithelial cell female adult (50 years)	mammary epithelial cell	Epithelial		#FF9D0C	Primary Cell	MAMMARY EPITHELIAL CELL	50	female	primary cell			adult	ENCODE 2012
BSS00354	foreskin keratinocyte male newborn	foreskin keratinocyte	Epithelial		#FF9D0C	Primary Cell	FORESKIN KERATINOCYTE	unknown	male	primary cell			newborn	Roadmap 2015
BSS01211	mammary epithelial cell female adult (18 years)	mammary epithelial cell	Epithelial		#FF9D0C	Primary Cell	MAMMARY EPITHELIAL CELL	18	female	primary cell			adult	Roadmap 2015
BSS01340	myoepithelial cell of mammary gland female adult (33 years)	myoepithelial cell of mammary gland	Epithelial		#FF9D0C	Primary Cell	MAMMARY MYOEPITHELIAL CELL	33	female	primary cell			adult	Roadmap 2015
BSS01341	myoepithelial cell of mammary gland female adult (36 years)	myoepithelial cell of mammary gland	Epithelial		#FF9D0C	Primary Cell	MAMMARY MYOEPITHELIAL CELL	36	female	primary cell			adult	Roadmap 2015
BSS00150	bronchial epithelial cell	bronchial epithelial cell	Epithelial	Lung	#FF9D0C	Primary Cell	BRONCHIAL EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00355	foreskin keratinocyte male newborn (2-4 days)	foreskin keratinocyte	Epithelial		#FF9D0C	Primary Cell	FORESKIN KERATINOCYTE	2-4	male	primary cell			newborn	GGR
BSS00361	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 2.5 days	foreskin keratinocyte	Epithelial		#FF9D0C	Primary Cell	FORESKIN KERATINOCYTE	2-4	male	primary cell	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_2.5_days	newborn	GGR
BSS00367	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 5.5 days	foreskin keratinocyte	Epithelial		#FF9D0C	Primary Cell	FORESKIN KERATINOCYTE	2-4	male	primary cell	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_5.5_days	newborn	GGR
BSS01080	kidney epithelial cell	kidney epithelial cell	Epithelial	Kidney	#FF9D0C	Primary Cell	KIDNEY EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01185	luminal epithelial cell of mammary gland female adult (33 years)	luminal epithelial cell of mammary gland	Epithelial		#FF9D0C	Primary Cell	MAMMARY LUMINAL EPITHELIAL CELL	33	female	primary cell			adult	Roadmap (Novel)
BSS01209	mammary epithelial cell female	mammary epithelial cell	Epithelial		#FF9D0C	Primary Cell	MAMMARY EPITHELIAL CELL	unknown	female	primary cell			unknown/mixed	ENCODE 2012
BSS00218	choroid plexus epithelial cell	choroid plexus epithelial cell	Epithelial	Brain	#FF9D0C	Primary Cell	CHOROID PLEXUS EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00307	epithelial cell of esophagus	epithelial cell of esophagus	Epithelial	Digestive	#FF9D0C	Primary Cell	ESOPHAGUS EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00310	epithelial cell of proximal tubule	epithelial cell of proximal tubule	Epithelial	Kidney	#FF9D0C	Primary Cell	PROXIMAL TUBULE EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01505	retinal pigment epithelial cell	retinal pigment epithelial cell	Epithelial	Kidney	#FF9D0C	Primary Cell	RETINAL EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01538	RWPE1	RWPE1	Epithelial	Reproductive	#FF9D0C	Primary Cell	PROSTATE EPITHELIAL CELL	54	male	cell line			adult	ENCODE
BSS00075	amniotic epithelial cell	amniotic epithelial cell	Epithelial	Placenta & EEM	#FF9D0C	Primary Cell	AMNION EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00153	bronchial epithelial cell female treated with 6 μM retinoic acid for 48 hours	bronchial epithelial cell	Epithelial	Lung	#FF9D0C	Primary Cell	BRONCHIAL EPITHELIAL CELL	unknown	female	primary cell	bronchial_epithelial_cell_female	retinoic_acid	unknown/mixed	ENCODE
BSS00223	HCEC 1CT	HCEC 1CT	Epithelial	Digestive	#FF9D0C	Primary Cell	COLON EPITHELIAL CELL	unknown	unknown/mixed	cell line			unknown/mixed	ENCODE
BSS00308	epithelial cell of prostate	epithelial cell of prostate	Epithelial	Reproductive	#FF9D0C	Primary Cell	PROSTATE EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00309	epithelial cell of prostate male	epithelial cell of prostate	Epithelial	Reproductive	#FF9D0C	Primary Cell	PROSTATE EPITHELIAL CELL	unknown	male	primary cell			unknown/mixed	ENCODE
BSS00389	glomerular visceral epithelial cell child (3 years)	glomerular visceral epithelial cell	Epithelial	Kidney	#FF9D0C	Primary Cell	GLOMERULUS VISCERAL EPITHELIAL CELL	3	unknown/mixed	primary cell			child	ENCODE
BSS00701	HK-2	HK-2	Epithelial	Kidney	#FF9D0C	Primary Cell	PROXIMAL TUBULE EPITHELIAL CELL	unknown	male	cell line			unknown/mixed	ENCODE
BSS00703	HPDE6-E6E7	HPDE6-E6E7	Epithelial	Pancreas	#FF9D0C	Primary Cell	PANCREATIC DUCT EPITHELIAL CELL	63	female	cell line			adult	ENCODE
BSS00704	HS-27A	HS-27A	Epithelial	Bone	#FF9D0C	Primary Cell	BONE MARROW EPITHELIAL CELL	unknown	male	cell line			adult	ENCODE
BSS00743	iris pigment epithelial cell	iris pigment epithelial cell	Epithelial	Eye	#FF9D0C	Primary Cell	IRIS PIGMENT EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01071	keratinocyte male	keratinocyte	Epithelial		#FF9D0C	Primary Cell	KERATINOCYTE	unknown	male	primary cell			unknown/mixed	ENCODE 2012
BSS01092	kidney glomerular epithelial cell male adult (43 years) and male adult (62 years)	kidney glomerular epithelial cell	Epithelial	Kidney	#FF9D0C	Primary Cell	GLOMERULUS EPITHELIAL CELL	43,62	male	primary cell			adult	ENCODE
BSS01102	kidney tubule cell female adult (80 years) and male adult (62 years)	kidney tubule cell	Epithelial	Kidney	#FF9D0C	Primary Cell	TUBULE CELL	80,62	unknown/mixed	primary cell			adult	ENCODE
BSS01103	kidney tubule cell female adult (80 years) treated with 5 μM cisplatin	kidney tubule cell	Epithelial	Kidney	#FF9D0C	Primary Cell	TUBULE CELL	80	female	primary cell	kidney_tubule_cell_female_adult_(80_years)	5_mM_cisplatin	adult	ENCODE
BSS01181	lower leg skin female adult (53 years)	lower leg skin	Epithelial		#FF9D0C	Primary Cell	SKIN LEG	53	female	tissue			adult	ENCODE
BSS01182	lower leg skin male adult (37 years)	lower leg skin	Epithelial		#FF9D0C	Primary Cell	SKIN LEG	37	male	tissue			adult	ENCODE
BSS01217	MCF 10A	MCF 10A	Epithelial		#FF9D0C	Primary Cell	BREAST EPITHELIAL CELL	36	female	cell line			adult	ENCODE
BSS01224	MCF 10A treated with 1 μM tamoxifen for 24 hours	MCF 10A	Epithelial		#FF9D0C	Primary Cell	BREAST EPITHELIAL CELL	36	female	cell line	MCF_10A	1_mM_tamoxifen_for_24_hours	adult	ENCODE
BSS01225	MCF 10A treated with 1 μM tamoxifen for 6 hours	MCF 10A	Epithelial		#FF9D0C	Primary Cell	BREAST EPITHELIAL CELL	36	female	cell line	MCF_10A	1_mM_tamoxifen_for_6_hours	adult	ENCODE
BSS01385	non-pigmented ciliary epithelial cell	non-pigmented ciliary epithelial cell	Epithelial	Eye	#FF9D0C	Primary Cell	NON-PIGMENTED CILIARY EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01491	renal cortical epithelial cell	renal cortical epithelial cell	Epithelial	Kidney	#FF9D0C	Primary Cell	RENAL CORTICAL EPITHELIAL CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01539	RWPE2	RWPE2	Epithelial	Reproductive	#FF9D0C	Primary Cell	PROSTATE EPITHELIAL CELL	54	male	cell line			adult	ENCODE
BSS01587	skin of body female embryo (82 days)	skin of body	Epithelial		#FF9D0C	Primary Cell	SKIN OF BODY	82	female	tissue			embryonic	Roadmap (Novel)
BSS00720	IMR-90	IMR-90	Stromal	Lung	#FF720C	Primary Cell	LUNG FIBROBLAST	16	female	cell line			embryonic	Roadmap 2015
BSS00476	GM23248	GM23248	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	53	male	cell line			adult	ENCODE
BSS00341	fibroblast of lung female child (11 year) and male adult (45 years)	fibroblast of lung	Stromal	Lung	#FF720C	Primary Cell	LUNG FIBROBLAST	11,45	unknown/mixed	primary cell			unknown/mixed	ENCODE 2012
BSS00334	fibroblast of dermis	fibroblast of dermis	Stromal		#FF720C	Primary Cell	DERMIS FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE 2012
BSS00353	foreskin fibroblast male newborn	foreskin fibroblast	Stromal		#FF720C	Primary Cell	FORESKIN FIBROBLAST	unknown	male	primary cell			newborn	Roadmap 2015
BSS00333	fibroblast of breast female adult (26 years)	fibroblast of breast	Stromal		#FF720C	Primary Cell	BREAST FIBROBLAST	26	female	primary cell			adult	Roadmap (Novel)
BSS00062	AG04450	AG04450	Stromal	Lung	#FF720C	Primary Cell	LUNG FIBROBLAST	12	male	cell line			embryonic	ENCODE
BSS00332	fibroblast of breast female adult (17 years)	fibroblast of breast	Stromal		#FF720C	Primary Cell	BREAST FIBROBLAST	17	female	primary cell			adult	Roadmap (Novel)
BSS00113	BJ	BJ	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	unknown	male	cell line			newborn	ENCODE
BSS00061	AG04449	AG04449	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	12	male	cell line			embryonic	ENCODE
BSS00066	AG09309	AG09309	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	21	female	cell line			adult	ENCODE
BSS00067	AG09319	AG09319	Stromal	Other	#FF720C	Primary Cell	GINGIVAL FIBROBLAST	24	female	cell line			adult	ENCODE
BSS00068	AG10803	AG10803	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	22	male	cell line			adult	ENCODE
BSS00166	cardiac fibroblast	cardiac fibroblast	Stromal	Heart	#FF720C	Primary Cell	CARDIAC FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00167	cardiac fibroblast female adult	cardiac fibroblast	Stromal	Heart	#FF720C	Primary Cell	CARDIAC FIBROBLAST	unknown	female	primary cell			adult	ENCODE
BSS00337	fibroblast of dermis NONE and female adult	fibroblast of dermis	Stromal		#FF720C	Primary Cell	DERMIS FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE 2012
BSS00339	fibroblast of lung	fibroblast of lung	Stromal	Lung	#FF720C	Primary Cell	LUNG FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00342	fibroblast of lung male adult (45 years)	fibroblast of lung	Stromal	Lung	#FF720C	Primary Cell	LUNG FIBROBLAST	45	male	primary cell			adult	ENCODE 2012
BSS00343	fibroblast of mammary gland female	fibroblast of mammary gland	Stromal		#FF720C	Primary Cell	MAMMARY FIBROBLAST	unknown	female	primary cell			unknown/mixed	ENCODE
BSS00345	fibroblast of pulmonary artery	fibroblast of pulmonary artery	Stromal	Lung	#FF720C	Primary Cell	PULMONARY ARTERY FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00347	fibroblast of the aortic adventitia female	fibroblast of the aortic adventitia	Stromal	Heart	#FF720C	Primary Cell	AORTA FIBROBLAST	unknown	female	primary cell			unknown/mixed	ENCODE
BSS00350	fibroblast of villous mesenchyme	fibroblast of villous mesenchyme	Stromal	Placenta & EEM	#FF720C	Primary Cell	VILLOUS MESENCHYME FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00697	HFF-Myc originated from foreskin fibroblast	HFF-Myc	Stromal		#FF720C	Primary Cell	FORESKIN FIBROBLAST	unknown	male	cell line			newborn	ENCODE
BSS00063	AG08395	AG08395	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	85	female	cell line			adult	ENCODE
BSS00064	AG08396	AG08396	Stromal	Lung	#FF720C	Primary Cell	LUNG FIBROBLAST	85	female	cell line			adult	ENCODE
BSS00069	AG20443	AG20443	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	71	male	cell line			adult	ENCODE
BSS00144	brain pericyte	brain pericyte	Stromal	Brain	#FF720C	Primary Cell	PERICYTE	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00168	cardiac fibroblast female embryo (94 days) and female embryo (98 days)	cardiac fibroblast	Stromal	Heart	#FF720C	Primary Cell	CARDIAC FIBROBLAST	94,98	female	primary cell			embryonic	ENCODE
BSS00275	EH	EH	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	unknown	male	cell line			newborn	ENCODE
BSS00276	EL	EL	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	unknown	male	cell line			newborn	ENCODE
BSS00278	ELR	ELR	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	unknown	male	cell line			newborn	ENCODE
BSS00335	fibroblast of dermis female adult	fibroblast of dermis	Stromal		#FF720C	Primary Cell	DERMIS FIBROBLAST	unknown	female	primary cell			adult	ENCODE 2012
BSS00338	fibroblast of gingiva	fibroblast of gingiva	Stromal	Other	#FF720C	Primary Cell	GINGIVAL FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00344	fibroblast of peridontal ligament male	fibroblast of peridontal ligament	Stromal	Other	#FF720C	Primary Cell	PERIDONTAL LIGAMENT FIBROBLAST	unknown	male	primary cell			unknown/mixed	ENCODE
BSS00346	fibroblast of skin of abdomen male embryo (97 days)	fibroblast of skin of abdomen	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	97	male	primary cell			embryonic	Roadmap (Novel)
BSS00349	fibroblast of the conjunctiva	fibroblast of the conjunctiva	Stromal	Eye	#FF720C	Primary Cell	CONJUNCTIVA FIBROBLAST	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00390	GM03348	GM03348	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	10	male	cell line			child	ENCODE
BSS00393	GM04503	GM04503	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	31	female	cell line			adult	ENCODE
BSS00394	GM04504	GM04504	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	31	female	cell line			adult	ENCODE
BSS01583	skin fibroblast male embryo (97 days)	skin fibroblast	Stromal		#FF720C	Primary Cell	SKIN FIBROBLAST	97	male	primary cell			embryonic	Roadmap (Novel)
BSS01661	stromal cell of bone marrow male	stromal cell of bone marrow	Stromal	Bone	#FF720C	Primary Cell	BONE MARROW STROMAL CELL	unknown	male	primary cell			unknown/mixed	ENCODE
BSS01891	WI38	WI38	Stromal	Lung	#FF720C	Primary Cell	LUNG FIBROBLAST	unknown	female	cell line			unknown/mixed	ENCODE
BSS00197	CD8-positive, alpha-beta T cell male adult (21 year)	CD8-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD8 T CELL	21	male	primary cell			adult	Roadmap 2015
BSS01346	naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	NAIVE T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS00183	CD4-positive, alpha-beta memory T cell	CD4-positive, alpha-beta memory T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS00186	CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS00191	CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	unknown	unknown/mixed	primary cell	CD4-positive,_alpha-beta_T_cell	phorbol_13-acetate_12-myristate_,_ionomycin	unknown/mixed	Roadmap 2015
BSS00192	CD4-positive, CD25-positive, alpha-beta regulatory T cell	CD4-positive, CD25-positive, alpha-beta regulatory T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS00193	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	Blood & T-cell		#678C69	Immune	CD8 T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS00194	CD8-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD8 T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS00274	effector memory CD4-positive, alpha-beta T cell	effector memory CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS01423	peripheral blood mononuclear cell male adult (32 years)	peripheral blood mononuclear cell	Blood & T-cell		#678C69	Immune	MONONUCLEAR CELL	32	male	primary cell			adult	Roadmap 2015
BSS01424	peripheral blood mononuclear cell male adult (39 years)	peripheral blood mononuclear cell	Blood & T-cell		#678C69	Immune	MONONUCLEAR CELL	39	male	primary cell			adult	Roadmap (Novel)
BSS01684	T-cell	T-cell	Blood & T-cell		#678C69	Immune	T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS01695	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	T-helper 17 cell	Blood & T-cell		#678C69	Immune	T17 CELL	unknown	unknown/mixed	primary cell	T-helper_17_cell	phorbol_13-acetate_12-myristate_,_ionomycin	unknown/mixed	Roadmap 2015
BSS01419	peripheral blood mononuclear cell female adult (28 years)	peripheral blood mononuclear cell	Blood & T-cell		#678C69	Immune	MONONUCLEAR CELL	28	female	primary cell			adult	Roadmap 2015
BSS00189	CD4-positive, alpha-beta T cell male adult (21 year)	CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	21	male	primary cell			adult	Roadmap (Novel)
BSS00190	CD4-positive, alpha-beta T cell male adult (37 years)	CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	37	male	primary cell			adult	Roadmap (Novel)
BSS00200	CD8-positive, alpha-beta T cell male adult (37 years)	CD8-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD8 T CELL	37	male	primary cell			adult	Roadmap (Novel)
BSS01279	mononuclear cell male	mononuclear cell	Blood & T-cell		#678C69	Immune	MONONUCLEAR CELL	unknown	male	primary cell			unknown/mixed	ENCODE
BSS01420	peripheral blood mononuclear cell male adult (27 years)	peripheral blood mononuclear cell	Blood & T-cell		#678C69	Immune	MONONUCLEAR CELL	27	male	primary cell			adult	Roadmap 2015
BSS01421	peripheral blood mononuclear cell male adult (28 years)	peripheral blood mononuclear cell	Blood & T-cell		#678C69	Immune	MONONUCLEAR CELL	28	male	primary cell			adult	Roadmap 2015
BSS01480	regulatory T cell originated from blood cell	regulatory T cell	Blood & T-cell		#678C69	Immune	TREG CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap (Novel)
BSS01687	T-cell male adult (21 year)	T-cell	Blood & T-cell		#678C69	Immune	T CELL	21	male	primary cell			adult	Roadmap 2015
BSS01689	T-cell male adult (37 years)	T-cell	Blood & T-cell		#678C69	Immune	T CELL	37	male	primary cell			adult	Roadmap 2015
BSS00185	CD4-positive, alpha-beta memory T cell originated from blood cell	CD4-positive, alpha-beta memory T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
